Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
ID10757,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,23,Online,0,0,0,173.0,0,Not_Canceled
ID10758,2,0,0,3,Meal Plan 1,0,Room_Type 4,44,2017,11,11,Offline,0,0,0,60.0,1,Not_Canceled
ID10759,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled
ID10760,2,0,2,1,Not Selected,0,Room_Type 1,331,2018,12,31,Online,0,0,0,75.9,0,Canceled
ID10761,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,18,Online,0,0,0,109.0,0,Not_Canceled
ID10762,2,0,0,2,Not Selected,0,Room_Type 1,163,2018,12,2,Online,0,0,0,79.2,0,Canceled
ID10763,2,0,0,2,Meal Plan 1,0,Room_Type 4,68,2018,4,26,Online,0,0,0,118.8,1,Not_Canceled
ID10764,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,12,14,Corporate,1,0,1,86.0,1,Not_Canceled
ID10765,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
ID10766,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,1,Online,0,0,0,120.0,0,Not_Canceled
ID10767,2,0,0,1,Meal Plan 1,0,Room_Type 1,24,2017,11,5,Complementary,0,0,0,0.0,1,Not_Canceled
ID10768,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,4,11,Online,0,0,0,108.5,0,Canceled
ID10769,2,0,2,3,Meal Plan 1,0,Room_Type 1,23,2017,9,6,Online,0,0,0,118.8,0,Not_Canceled
ID10770,2,0,2,1,Not Selected,0,Room_Type 1,183,2018,10,29,Online,0,0,0,80.1,2,Canceled
ID10771,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled
ID10772,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,2,1,Online,0,0,0,66.22,1,Not_Canceled
ID10773,3,0,0,4,Meal Plan 1,0,Room_Type 4,56,2018,11,22,Online,0,0,0,119.0,2,Not_Canceled
ID10774,3,0,1,2,Meal Plan 1,0,Room_Type 4,31,2018,2,22,Offline,0,0,0,102.9,1,Not_Canceled
ID10775,2,1,2,1,Not Selected,0,Room_Type 1,23,2018,4,9,Online,0,0,0,93.82,2,Not_Canceled
ID10776,1,0,1,1,Meal Plan 1,0,Room_Type 1,114,2018,5,2,Online,0,0,0,99.9,0,Canceled
ID10777,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,1,1,0,69.0,0,Not_Canceled
ID10778,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2018,5,21,Online,0,0,0,126.9,0,Canceled
ID10779,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,2,4,Corporate,1,0,1,66.0,0,Not_Canceled
ID10780,2,0,1,0,Not Selected,0,Room_Type 1,1,2017,9,13,Online,0,0,0,114.0,0,Not_Canceled
ID10781,1,0,0,3,Meal Plan 1,0,Room_Type 1,134,2018,6,30,Online,0,0,0,90.9,0,Canceled
ID10782,2,0,1,4,Meal Plan 1,0,Room_Type 1,64,2018,3,9,Online,0,0,0,73.95,1,Canceled
ID10783,1,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,12,19,Online,0,0,0,86.0,0,Not_Canceled
ID10784,2,0,1,2,Not Selected,0,Room_Type 1,5,2018,11,4,Online,0,0,0,133.33,2,Not_Canceled
ID10785,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,10,26,Online,0,0,0,90.9,2,Not_Canceled
ID10786,2,0,1,0,Not Selected,0,Room_Type 1,44,2018,10,16,Online,0,0,0,89.1,2,Not_Canceled
ID10787,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,8,19,Online,0,0,0,148.0,1,Not_Canceled
ID10788,2,1,1,1,Meal Plan 1,0,Room_Type 1,77,2018,4,25,Online,0,0,0,112.5,2,Not_Canceled
ID10789,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100.0,0,Canceled
ID10790,2,0,2,5,Not Selected,0,Room_Type 1,53,2018,12,17,Online,0,0,0,74.8,2,Not_Canceled
ID10791,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,11,11,Offline,0,0,0,75.0,0,Not_Canceled
ID10792,1,0,1,0,Meal Plan 1,0,Room_Type 5,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled
ID10793,2,0,0,1,Meal Plan 1,0,Room_Type 1,42,2017,9,24,Offline,0,0,0,85.0,1,Not_Canceled
ID10794,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
ID10795,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,10,20,Offline,0,0,0,85.0,0,Not_Canceled
ID10796,2,0,0,4,Meal Plan 1,0,Room_Type 1,22,2017,10,6,Online,0,0,0,115.0,2,Not_Canceled
ID10797,3,0,0,1,Meal Plan 1,0,Room_Type 4,51,2018,7,15,Online,0,0,0,137.7,1,Not_Canceled
ID10798,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
ID10799,2,0,1,3,Not Selected,0,Room_Type 1,94,2018,11,3,Online,0,0,0,79.2,1,Not_Canceled
ID10800,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2018,8,28,Online,0,0,0,112.5,1,Not_Canceled
ID10801,2,0,1,5,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,72.25,1,Not_Canceled
ID10802,2,2,1,2,Not Selected,1,Room_Type 6,4,2017,8,14,Online,0,0,0,162.0,3,Not_Canceled
ID10803,3,0,0,3,Meal Plan 1,0,Room_Type 7,46,2018,9,20,Online,0,0,0,243.9,1,Canceled
ID10804,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2017,12,5,Corporate,0,0,0,50.0,0,Not_Canceled
ID10805,1,0,1,1,Not Selected,0,Room_Type 1,7,2017,10,5,Online,0,0,0,114.0,1,Not_Canceled
ID10806,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
ID10807,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,Not_Canceled
ID10808,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,2018,7,15,Online,0,0,0,168.3,1,Not_Canceled
ID10809,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,1,Offline,0,0,0,56.0,0,Not_Canceled
ID10810,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
ID10811,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2017,9,26,Online,0,0,0,206.0,1,Not_Canceled
ID10812,2,0,1,1,Meal Plan 1,0,Room_Type 1,78,2018,7,18,Online,0,0,0,105.3,0,Canceled
ID10813,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,12,3,Offline,0,0,0,55.0,0,Not_Canceled
ID10814,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,2,27,Online,0,0,0,86.55,1,Not_Canceled
ID10815,0,2,1,2,Meal Plan 1,0,Room_Type 2,17,2018,9,9,Online,0,0,0,109.45,2,Not_Canceled
ID10816,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2018,8,11,Online,0,0,0,97.75,1,Not_Canceled
ID10817,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,12,3,Online,0,0,0,89.39,0,Not_Canceled
ID10818,2,0,0,3,Meal Plan 1,0,Room_Type 2,56,2018,12,7,Online,0,0,0,82.44,1,Not_Canceled
ID10819,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
ID10820,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,2018,6,23,Online,0,0,0,132.3,0,Canceled
ID10821,2,0,0,3,Meal Plan 1,0,Room_Type 4,148,2018,6,29,Offline,0,0,0,88.12,0,Not_Canceled
ID10822,2,1,1,4,Meal Plan 1,0,Room_Type 1,41,2018,3,28,Offline,0,0,0,98.55,1,Not_Canceled
ID10823,0,2,0,3,Meal Plan 1,0,Room_Type 2,113,2018,3,31,Online,0,0,0,78.0,1,Not_Canceled
ID10824,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
ID10825,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,29,Corporate,0,0,0,79.0,1,Not_Canceled
ID10826,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
ID10827,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,112.0,0,Not_Canceled
ID10828,1,0,0,4,Meal Plan 1,0,Room_Type 1,69,2017,7,22,Online,0,0,0,68.0,1,Canceled
ID10829,2,0,0,4,Meal Plan 1,0,Room_Type 1,115,2018,5,11,Online,0,0,0,109.65,0,Canceled
ID10830,2,1,0,3,Meal Plan 1,0,Room_Type 1,50,2017,12,31,Offline,0,0,0,71.33,0,Not_Canceled
ID10831,2,1,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,18,Online,0,0,0,119.0,1,Not_Canceled
ID10832,2,0,0,3,Meal Plan 1,0,Room_Type 2,230,2018,7,26,Online,0,0,0,95.75,1,Canceled
ID10833,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,2018,9,18,Offline,0,0,0,80.75,0,Not_Canceled
ID10834,3,0,1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,115.0,0,Canceled
ID10835,2,1,2,2,Meal Plan 1,1,Room_Type 1,186,2018,8,26,Online,0,0,0,106.25,1,Canceled
ID10836,2,0,1,3,Meal Plan 1,0,Room_Type 4,52,2018,3,31,Online,0,0,0,99.88,1,Not_Canceled
ID10837,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,8,Offline,0,0,0,85.0,0,Not_Canceled
ID10838,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Online,0,0,0,0.0,0,Not_Canceled
ID10839,2,0,0,3,Meal Plan 1,0,Room_Type 1,52,2018,3,3,Online,0,0,0,78.3,0,Canceled
ID10840,2,0,1,2,Meal Plan 1,1,Room_Type 4,70,2018,9,16,Online,0,0,0,158.4,1,Not_Canceled
ID10841,3,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,3,4,Online,0,0,0,137.0,2,Not_Canceled
ID10842,1,0,2,5,Not Selected,0,Room_Type 1,11,2017,10,23,Online,0,0,0,116.71,3,Not_Canceled
ID10843,2,0,0,1,Not Selected,0,Room_Type 1,15,2018,6,23,Online,0,0,0,89.0,1,Canceled
ID10844,2,1,2,2,Meal Plan 1,0,Room_Type 1,71,2018,6,17,Offline,0,0,0,93.08,1,Not_Canceled
ID10845,3,0,1,2,Meal Plan 1,1,Room_Type 4,46,2018,4,29,Online,0,0,0,159.3,2,Not_Canceled
ID10846,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,16,Online,0,0,0,184.5,2,Not_Canceled
ID10847,2,1,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,27,Online,0,0,0,93.0,0,Not_Canceled
ID10848,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,1,28,Online,0,0,0,58.37,1,Not_Canceled
ID10849,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,Online,0,0,0,152.0,2,Not_Canceled
ID10850,1,0,0,3,Not Selected,0,Room_Type 1,0,2018,3,22,Online,0,0,0,111.33,1,Not_Canceled
ID10851,2,0,1,0,Meal Plan 1,0,Room_Type 1,38,2018,8,15,Online,0,0,0,135.9,0,Canceled
ID10852,2,0,0,3,Not Selected,0,Room_Type 1,160,2018,7,14,Online,0,0,0,94.5,0,Canceled
ID10853,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
ID10854,2,0,0,1,Not Selected,0,Room_Type 1,98,2018,6,23,Online,0,0,0,85.5,1,Canceled
ID10855,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,2,Online,0,0,0,152.67,1,Not_Canceled
ID10856,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled
ID10857,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,5,28,Online,0,0,0,149.0,1,Not_Canceled
ID10858,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,9,26,Offline,0,0,0,98.1,0,Canceled
ID10859,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Online,0,0,0,148.67,0,Not_Canceled
ID10860,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,8,20,Online,0,0,0,105.3,0,Canceled
ID10861,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,10,22,Corporate,1,1,0,65.0,0,Not_Canceled
ID10862,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
ID10863,2,1,2,1,Meal Plan 2,0,Room_Type 1,35,2018,8,28,Online,0,0,0,171.45,0,Canceled
ID10864,2,1,1,2,Meal Plan 1,0,Room_Type 4,187,2018,7,18,Online,0,0,0,122.8,2,Canceled
ID10865,2,0,0,1,Not Selected,0,Room_Type 1,32,2018,10,29,Online,0,0,0,109.0,2,Not_Canceled
ID10866,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,2,Corporate,0,0,0,65.0,1,Not_Canceled
ID10867,2,0,1,3,Not Selected,0,Room_Type 1,49,2018,10,3,Online,0,0,0,108.0,0,Canceled
ID10868,2,0,1,1,Meal Plan 1,0,Room_Type 4,24,2018,3,12,Online,0,0,0,71.46,1,Not_Canceled
ID10869,2,0,2,2,Meal Plan 1,0,Room_Type 7,17,2018,9,17,Online,0,0,0,238.15,2,Not_Canceled
ID10870,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,11,2,Online,0,0,0,71.1,2,Not_Canceled
ID10871,1,0,2,2,Meal Plan 1,0,Room_Type 1,16,2018,1,31,Offline,0,0,0,43.0,0,Not_Canceled
ID10872,2,1,1,1,Meal Plan 1,0,Room_Type 1,152,2018,7,11,Online,0,0,0,119.0,2,Canceled
ID10873,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,8,8,Online,0,0,0,107.95,1,Not_Canceled
ID10874,2,0,0,4,Not Selected,0,Room_Type 1,112,2018,8,9,Online,0,0,0,112.5,1,Not_Canceled
ID10875,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,4,13,Online,0,0,0,119.0,1,Not_Canceled
ID10876,2,0,0,1,Not Selected,0,Room_Type 1,252,2018,9,16,Online,0,0,0,95.4,2,Canceled
ID10877,1,2,4,9,Meal Plan 1,0,Room_Type 6,30,2018,11,2,Online,0,0,0,186.22,1,Canceled
ID10878,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85.0,0,Not_Canceled
ID10879,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,11,26,Online,0,0,0,66.98,0,Not_Canceled
ID10880,1,0,1,3,Meal Plan 1,0,Room_Type 4,68,2017,11,30,Offline,0,0,0,60.0,1,Not_Canceled
ID10881,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled
ID10882,2,0,0,4,Meal Plan 1,0,Room_Type 1,145,2018,5,3,Online,0,0,0,99.45,0,Not_Canceled
ID10883,1,0,4,11,Meal Plan 1,0,Room_Type 1,43,2018,11,29,Online,0,0,0,74.8,1,Canceled
ID10884,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,4,22,Online,0,0,0,131.0,1,Not_Canceled
ID10885,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
ID10886,2,0,1,5,Meal Plan 1,0,Room_Type 1,10,2018,11,22,Online,0,0,0,100.38,2,Not_Canceled
ID10887,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
ID10888,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,11,Corporate,0,0,0,65.0,0,Not_Canceled
ID10889,2,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,11,13,Online,0,0,0,105.0,2,Not_Canceled
ID10890,3,0,2,5,Meal Plan 1,0,Room_Type 4,4,2018,2,12,Online,0,0,0,128.29,1,Canceled
ID10891,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,1,15,Online,1,11,5,75.0,0,Not_Canceled
ID10892,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
ID10893,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
ID10894,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,12,11,Offline,0,0,0,55.8,1,Not_Canceled
ID10895,2,1,0,1,Meal Plan 1,0,Room_Type 1,35,2018,8,9,Online,0,0,0,152.1,1,Not_Canceled
ID10896,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,2018,12,1,Online,0,0,0,73.95,0,Canceled
ID10897,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled
ID10898,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,2017,8,17,Online,0,0,0,122.0,2,Not_Canceled
ID10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,65.0,0,Not_Canceled
ID10900,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,8,22,Online,0,0,0,110.46,1,Not_Canceled
ID10901,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,2017,10,6,Online,0,0,0,94.5,2,Not_Canceled
ID10902,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,2018,4,11,Online,0,0,0,65.67,1,Not_Canceled
ID10903,2,0,0,3,Meal Plan 1,0,Room_Type 2,57,2018,12,8,Online,0,0,0,82.44,1,Not_Canceled
ID10904,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,11,10,Online,0,0,0,90.07,1,Not_Canceled
ID10905,1,0,0,1,Not Selected,0,Room_Type 1,19,2018,1,21,Online,0,0,0,75.0,1,Not_Canceled
ID10906,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,7,26,Online,0,0,0,105.3,1,Not_Canceled
ID10907,2,0,1,3,Meal Plan 1,0,Room_Type 1,266,2018,12,26,Online,0,0,0,73.95,0,Canceled
ID10908,2,0,0,1,Not Selected,0,Room_Type 1,106,2018,7,15,Online,0,0,0,94.5,0,Canceled
ID10909,2,0,1,4,Meal Plan 1,0,Room_Type 1,30,2018,1,6,Offline,0,0,0,60.0,0,Not_Canceled
ID10910,2,0,0,2,Not Selected,0,Room_Type 1,131,2018,8,5,Online,0,0,0,76.23,2,Not_Canceled
ID10911,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
ID10912,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2017,10,28,Corporate,0,0,0,65.0,0,Not_Canceled
ID10913,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
ID10914,3,0,1,1,Meal Plan 1,0,Room_Type 1,196,2018,8,6,Online,0,0,0,128.7,0,Canceled
ID10915,2,1,0,3,Meal Plan 2,0,Room_Type 1,87,2018,6,2,Online,0,0,0,185.85,2,Not_Canceled
ID10916,2,0,0,0,Meal Plan 1,0,Room_Type 1,16,2017,10,8,Online,0,0,0,0.0,1,Not_Canceled
ID10917,3,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,10,Online,0,0,0,158.53,2,Not_Canceled
ID10918,2,0,0,4,Meal Plan 1,1,Room_Type 1,156,2018,7,5,Online,0,0,0,114.83,1,Canceled
ID10919,2,0,0,1,Not Selected,0,Room_Type 1,52,2018,11,5,Online,0,0,0,88.0,1,Not_Canceled
ID10920,2,0,2,1,Meal Plan 1,0,Room_Type 1,71,2017,10,24,Online,0,0,0,89.25,2,Not_Canceled
ID10921,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78.0,0,Canceled
ID10922,2,0,0,3,Not Selected,0,Room_Type 1,15,2018,5,31,Online,0,0,0,109.0,0,Canceled
ID10923,2,0,2,1,Meal Plan 1,0,Room_Type 7,10,2017,12,27,Offline,0,0,0,52.0,0,Not_Canceled
ID10924,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
ID10925,2,1,2,1,Meal Plan 1,0,Room_Type 6,16,2017,9,5,Online,0,0,0,165.0,3,Not_Canceled
ID10926,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2018,11,27,Offline,0,0,0,68.0,0,Not_Canceled
ID10927,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,12,15,Online,0,0,0,88.0,1,Not_Canceled
ID10928,2,1,0,1,Meal Plan 1,0,Room_Type 1,23,2018,3,18,Online,0,0,0,109.0,0,Not_Canceled
ID10929,2,0,1,3,Meal Plan 1,0,Room_Type 2,134,2018,6,2,Online,0,0,0,114.96,1,Not_Canceled
ID10930,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
ID10931,2,0,0,1,Meal Plan 2,0,Room_Type 1,170,2017,9,12,Offline,0,0,0,96.9,2,Not_Canceled
ID10932,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,2018,12,2,Offline,0,0,0,75.0,0,Not_Canceled
ID10933,2,0,0,3,Meal Plan 1,0,Room_Type 4,66,2018,7,19,Online,0,0,0,126.0,0,Canceled
ID10934,2,0,0,3,Not Selected,0,Room_Type 1,29,2018,4,14,Online,0,0,0,102.0,1,Not_Canceled
ID10935,1,0,1,3,Meal Plan 1,0,Room_Type 1,63,2017,7,2,Online,0,0,0,68.0,0,Canceled
ID10936,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,10,31,Online,0,0,0,104.85,1,Not_Canceled
ID10937,2,0,1,2,Meal Plan 1,0,Room_Type 4,74,2018,12,26,Online,0,0,0,102.6,1,Not_Canceled
ID10938,2,0,2,2,Not Selected,0,Room_Type 1,199,2018,12,23,Online,0,0,0,74.8,1,Canceled
ID10939,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,105.9,2,Not_Canceled
ID10940,2,0,1,3,Meal Plan 1,0,Room_Type 1,200,2018,5,2,Online,0,0,0,106.2,2,Canceled
ID10941,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled
ID10942,2,0,1,1,Meal Plan 1,0,Room_Type 1,77,2018,11,19,Online,0,0,0,93.6,1,Not_Canceled
ID10943,2,0,2,4,Meal Plan 1,0,Room_Type 1,8,2018,1,27,Online,0,0,0,73.2,1,Not_Canceled
ID10944,2,0,0,5,Meal Plan 1,0,Room_Type 1,44,2018,11,1,Online,0,0,0,91.8,2,Not_Canceled
ID10945,2,0,1,3,Meal Plan 1,0,Room_Type 1,135,2018,6,16,Online,0,0,0,119.85,2,Not_Canceled
ID10946,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,4,24,Offline,0,0,0,75.0,0,Not_Canceled
ID10947,2,0,2,3,Meal Plan 1,0,Room_Type 4,88,2018,9,15,Online,0,0,0,149.4,1,Not_Canceled
ID10948,2,0,0,3,Meal Plan 1,0,Room_Type 1,63,2017,12,3,Online,0,0,0,102.9,1,Not_Canceled
ID10949,2,0,1,2,Not Selected,0,Room_Type 1,6,2017,9,21,Online,0,0,0,114.0,1,Not_Canceled
ID10950,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
ID10951,1,0,2,5,Meal Plan 1,0,Room_Type 1,102,2018,7,23,Online,0,0,0,99.9,0,Canceled
ID10952,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled
ID10953,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,2,Online,0,0,0,149.0,0,Not_Canceled
ID10954,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,5,Offline,0,0,0,84.0,0,Not_Canceled
ID10955,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,109.0,0,Canceled
ID10956,2,0,1,1,Meal Plan 2,0,Room_Type 1,117,2018,12,24,Online,0,0,0,127.8,1,Canceled
ID10957,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,2018,10,25,Offline,0,0,0,85.0,1,Not_Canceled
ID10958,2,0,2,2,Meal Plan 1,0,Room_Type 1,48,2018,3,20,Online,0,0,0,93.5,2,Not_Canceled
ID10959,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled
ID10960,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,1,Not_Canceled
ID10961,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
ID10962,2,0,1,0,Not Selected,0,Room_Type 1,45,2018,10,17,Online,0,0,0,126.0,2,Not_Canceled
ID10963,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,66.5,0,Not_Canceled
ID10964,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
ID10965,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
ID10966,2,0,0,3,Meal Plan 2,0,Room_Type 1,81,2018,3,16,Online,0,0,0,85.68,0,Not_Canceled
ID10967,2,0,2,5,Not Selected,0,Room_Type 1,154,2018,8,11,Offline,0,0,0,63.75,0,Not_Canceled
ID10968,2,0,2,5,Meal Plan 1,0,Room_Type 4,113,2018,5,16,Online,0,0,0,137.21,2,Not_Canceled
ID10969,2,1,2,2,Meal Plan 1,0,Room_Type 5,33,2018,8,13,Offline,0,0,0,150.57,0,Not_Canceled
ID10970,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
ID10971,1,0,1,3,Meal Plan 1,0,Room_Type 1,12,2017,10,12,Corporate,0,0,0,95.0,0,Not_Canceled
ID10972,2,0,1,3,Meal Plan 1,0,Room_Type 1,266,2018,12,26,Online,0,0,0,73.95,0,Canceled
ID10973,2,0,1,2,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,76.5,1,Not_Canceled
ID10974,2,0,2,2,Meal Plan 1,0,Room_Type 1,112,2017,12,4,Online,0,0,0,52.85,1,Not_Canceled
ID10975,2,0,1,3,Meal Plan 1,0,Room_Type 4,63,2018,2,4,Online,0,0,0,62.32,3,Not_Canceled
